tweet,message,match,polarity
125,"RT A brutal example of the cuts the UCP are making while wealthy corporations like Encana received their chunk of the 47 billion corporate giveaway ableg ABbudget Hundreds in Wood Buffalo will struggle to pay rent with planned cuts in Alberta budget,,
",wealthy,Positive
125,"RT A brutal example of the cuts the UCP are making while wealthy corporations like Encana received their chunk of the 47 billion corporate giveaway ableg ABbudget Hundreds in Wood Buffalo will struggle to pay rent with planned cuts in Alberta budget,,
",like,Positive
125,"RT A brutal example of the cuts the UCP are making while wealthy corporations like Encana received their chunk of the 47 billion corporate giveaway ableg ABbudget Hundreds in Wood Buffalo will struggle to pay rent with planned cuts in Alberta budget,,
",struggle,Negative
126,"RT Where are the fullsize chocolate bars Let CBCs map help maximize your Halloween haul,,
",,Neutral
127,"Boyband travelling Canada,,
",,Neutral
128,"RT What do you think is smarterA Sell our oil at a discount because we havent built pipelines to reach new customersB Sell our oil at the best possible global price to create the greatest economic benefits for Canada,,
",best,Positive
128,"RT What do you think is smarterA Sell our oil at a discount because we havent built pipelines to reach new customersB Sell our oil at the best possible global price to create the greatest economic benefits for Canada,,
",greatest,Positive
128,"RT What do you think is smarterA Sell our oil at a discount because we havent built pipelines to reach new customersB Sell our oil at the best possible global price to create the greatest economic benefits for Canada,,
",benefits,Positive
129,"minecraftearth So you are basically mocking and making a fool out of the US right You release it for Mexico and then skip us and release it for Canada Wow true mockery,,
",mocking,Negative
129,"minecraftearth So you are basically mocking and making a fool out of the US right You release it for Mexico and then skip us and release it for Canada Wow true mockery,,
",fool,Negative
129,"minecraftearth So you are basically mocking and making a fool out of the US right You release it for Mexico and then skip us and release it for Canada Wow true mockery,,
",right,Positive
130,"Taking a look to Flying Monkeys Craft Brewery BreweryTaking a look to Flying Monkeys Craft Brewery Brewery Moderate Brewery FlyingMonkeysCraftBrewery Canada traveler arroundtheworld VirtuallyAHuman travelblogger,,
",,Neutral
131,"RT It is now 409 pm as I write this and CBC has yet to mention this hour that one of the countrys biggest energy companies amp a major employer is not only dropping Canada from its name but also Encana will move to the US Its all Trump CBC Worth the 15 B No cdnpoli wexit,,
",,Neutral
132,"RealRoleModels KnowYourMonsters StandWithTheVictimChristine Blasey Ford,,
",,Neutral
133,"Keystone Pipeline Leak Forces Shutdown of CanadaUS Oil Byway Fortune,,
",,Neutral
134,"Section created specifically for animal lovers searching for the best SAVINGS on CBD for pets and Hemp wellness products for their horses cats and dogs Currently offering Holistic CBD Hemp wellness from USA and Canada canakush,,
",best,Positive
135,"RT Chinas Peoples Liberation Army PLA veterans have a chorus in Canada where they celebrate the forces that executed the Tiananmen Square massacre This is not a joke,,
",celebrate,Positive
135,"RT Chinas Peoples Liberation Army PLA veterans have a chorus in Canada where they celebrate the forces that executed the Tiananmen Square massacre This is not a joke,,
",massacre,Negative
136,"RT The moment the US Congress voted to formally begin impeachment proceedings against President TrumpTap to expand,,
",,Neutral
137,"RT CPCHQ Then why when you were in power for nearly a decade did you do absolutely nothing for western Canada Including in 2014 when world oil prices collapsed and 10000s of jobs were lost,,
",,Neutral
138,"IngrahamAngle RepLeeZeldin LizCheney JimJordan GOPLeader RepDougCollins Its such a waste of time defense budget the Canada Mexico deal the Dems are slow walking everything,,
",waste,Negative
138,"IngrahamAngle RepLeeZeldin LizCheney JimJordan GOPLeader RepDougCollins Its such a waste of time defense budget the Canada Mexico deal the Dems are slow walking everything,,
",slow,Negative
139,"RT Our Administration traveled across the country promoting a trade deal that will greatly benefit Americas farmers ranchers and manufacturers a trade deal that has been sitting on Speaker Pelosis desk for over a YEAR,,
",benefit,Positive
140,"RT British Columbia moves to introduce permanent daylight saving time,,
",,Neutral
141,"RT Hey JustinTrudeau Hows the Liberal celebration in regards to Encana leaving Canada going When I was a boy I was so proud of being a Canadian After 4 years of Justin Trudeau I am an Alberta Separatist Thanks for tearing Canada apart TrudeauBlackfaceTrudeauCorruption,,
",celebration,Positive
141,"RT Hey JustinTrudeau Hows the Liberal celebration in regards to Encana leaving Canada going When I was a boy I was so proud of being a Canadian After 4 years of Justin Trudeau I am an Alberta Separatist Thanks for tearing Canada apart TrudeauBlackfaceTrudeauCorruption,,
",proud,Positive
142,"RT After very disappointing 2019 Canadas oil and gas drilling forecast sinks even lower,,
",disappointing,Negative
143,"RT Must Read from newtgingrich and Joe DeSantis in Newsweek Democrats Are Fighting To Let Canada and Mexico Rip Off US Patients,,
",,Neutral
144,"RT AlanCane604 Think of Canada like a rich purse that the mass unwashed have found now that the US is wisely closing its borders,,
",like,Positive
144,"RT AlanCane604 Think of Canada like a rich purse that the mass unwashed have found now that the US is wisely closing its borders,,
",rich,Positive
144,"RT AlanCane604 Think of Canada like a rich purse that the mass unwashed have found now that the US is wisely closing its borders,,
",wisely,Positive
145,"RT WATCH SteveScalise on what Congress could be accomplishing if it werent for Nancy Pelosis infatuation with impeachment We could have lower prescription drug pricesOur troops could be properly fundedWe could have better trade relations with Canada and Mexico,,
",properly,Positive
145,"RT WATCH SteveScalise on what Congress could be accomplishing if it werent for Nancy Pelosis infatuation with impeachment We could have lower prescription drug pricesOur troops could be properly fundedWe could have better trade relations with Canada and Mexico,,
",better,Positive
146,"With Ford cutting 450 jobs and GM having lost a billion recently over a strike This is the Trudeau effect on Canada And now the libtards of Vancouver are going to have a transit strike which will Haha put their city into chaos and many not able to make it to their jobs lol,,
",lost,Negative
146,"With Ford cutting 450 jobs and GM having lost a billion recently over a strike This is the Trudeau effect on Canada And now the libtards of Vancouver are going to have a transit strike which will Haha put their city into chaos and many not able to make it to their jobs lol,,
",strike,Negative
146,"With Ford cutting 450 jobs and GM having lost a billion recently over a strike This is the Trudeau effect on Canada And now the libtards of Vancouver are going to have a transit strike which will Haha put their city into chaos and many not able to make it to their jobs lol,,
",chaos,Negative
147,"RT Kevin Barretts antisemitic rhetoric echoes that of neoNazis and white supremacists said our MichaelMostyn Why is this utter dreck being published in Canada and distributed around the world and why would a Canadian house of worship want to be associated with it,,
",rhetoric,Negative
148,"RT MyHockeyTV to stream exhibition games between the USWNT and Canada during the joint training camp in Pittsburgh More info,,
",,Neutral
149,"RT 5 years ago today opening selenagomez s Toronto show with O Canada,,
",,Neutral
150,"Mesmerizing Search ANNALISSE Sizes XL to 2XTap to shop and visit our website for price and detailsFREE SHIPPING on orders over 100 to Canada and USA Worldwide,,
",,Neutral
151,"RT Rescue crews search for missing hiker on Vancouvers North Shore mountains GlobeBC,,
",,Neutral
152,"RT yall remember Canadas involvement with the OAS amp Lima group in order to restore democracy in Venezuela vis a vis a coup and now im sure in Bolivia too,,
",,Neutral
153,"RT Rocky Mountains at Yoho National Park in Alberta Canadanature mountain images parks,,
",,Neutral
154,"RT Western Canada just keeps proving why its a hotbed of professional wrestling Congratulations to the six Albertatrained women that made this years edition of the PWI100ALBERTAN TALENTS ON THE PWI100,,
",proving,Positive
